id;categoria;produto;custo_brl;venda_brl;aliexpress;loja
casa-077;Casa;Luminária de Mesa Pro;64,46;128,92;https://pt.aliexpress.com/w/wholesale-desk+lamp+led+dimmable+pro.html;https://alvaloja.store/produto.html?id=casa-077
casa-078;Casa;Luminária de Mesa Mini;40,16;80,32;https://pt.aliexpress.com/w/wholesale-desk+lamp+led+dimmable+mini.html;https://alvaloja.store/produto.html?id=casa-078
casa-079;Casa;Luminária de Mesa Kit 2;87,19;174,38;https://pt.aliexpress.com/w/wholesale-desk+lamp+led+dimmable+2+pack.html;https://alvaloja.store/produto.html?id=casa-079
casa-080;Casa;Luminária de Mesa Plus;72,92;145,84;https://pt.aliexpress.com/w/wholesale-desk+lamp+led+dimmable+plus.html;https://alvaloja.store/produto.html?id=casa-080
casa-081;Casa;Fita LED 5m RGB Pro;40,44;80,88;https://pt.aliexpress.com/w/wholesale-led+strip+lights+5m+rgb+pro.html;https://alvaloja.store/produto.html?id=casa-081
casa-082;Casa;Fita LED 5m RGB Mini;25,19;50,38;https://pt.aliexpress.com/w/wholesale-led+strip+lights+5m+rgb+mini.html;https://alvaloja.store/produto.html?id=casa-082
casa-083;Casa;Fita LED 5m RGB Kit 2;54,70;109,40;https://pt.aliexpress.com/w/wholesale-led+strip+lights+5m+rgb+2+pack.html;https://alvaloja.store/produto.html?id=casa-083
casa-084;Casa;Fita LED 5m RGB Plus;45,75;91,50;https://pt.aliexpress.com/w/wholesale-led+strip+lights+5m+rgb+plus.html;https://alvaloja.store/produto.html?id=casa-084
casa-085;Casa;Umidificador 300ml Pro;51,19;102,38;https://pt.aliexpress.com/w/wholesale-humidifier+300ml+usb+pro.html;https://alvaloja.store/produto.html?id=casa-085
casa-086;Casa;Umidificador 300ml Mini;31,89;63,78;https://pt.aliexpress.com/w/wholesale-humidifier+300ml+usb+mini.html;https://alvaloja.store/produto.html?id=casa-086
casa-087;Casa;Umidificador 300ml Kit 2;69,23;138,46;https://pt.aliexpress.com/w/wholesale-humidifier+300ml+usb+2+pack.html;https://alvaloja.store/produto.html?id=casa-087
casa-088;Casa;Umidificador 300ml Plus;57,90;115,80;https://pt.aliexpress.com/w/wholesale-humidifier+300ml+usb+plus.html;https://alvaloja.store/produto.html?id=casa-088
casa-089;Casa;Relógio de Parede Pro;48,03;96,06;https://pt.aliexpress.com/w/wholesale-modern+wall+clock+silent+pro.html;https://alvaloja.store/produto.html?id=casa-089
casa-090;Casa;Relógio de Parede Mini;29,92;59,84;https://pt.aliexpress.com/w/wholesale-modern+wall+clock+silent+mini.html;https://alvaloja.store/produto.html?id=casa-090
casa-091;Casa;Relógio de Parede Kit 2;64,96;129,92;https://pt.aliexpress.com/w/wholesale-modern+wall+clock+silent+2+pack.html;https://alvaloja.store/produto.html?id=casa-091
casa-092;Casa;Relógio de Parede Plus;54,33;108,66;https://pt.aliexpress.com/w/wholesale-modern+wall+clock+silent+plus.html;https://alvaloja.store/produto.html?id=casa-092
casa-093;Casa;Cabideiro de Porta Pro;26,55;53,10;https://pt.aliexpress.com/w/wholesale-over+door+hook+hanger+pro.html;https://alvaloja.store/produto.html?id=casa-093
casa-094;Casa;Cabideiro de Porta Mini;16,54;33,08;https://pt.aliexpress.com/w/wholesale-over+door+hook+hanger+mini.html;https://alvaloja.store/produto.html?id=casa-094
casa-095;Casa;Cabideiro de Porta Kit 2;35,90;71,80;https://pt.aliexpress.com/w/wholesale-over+door+hook+hanger+2+pack.html;https://alvaloja.store/produto.html?id=casa-095
casa-096;Casa;Cabideiro de Porta Plus;30,03;60,06;https://pt.aliexpress.com/w/wholesale-over+door+hook+hanger+plus.html;https://alvaloja.store/produto.html?id=casa-096
casa-097;Casa;Caixa Organizadora Pro;37,28;74,56;https://pt.aliexpress.com/w/wholesale-foldable+storage+box+pro.html;https://alvaloja.store/produto.html?id=casa-097
casa-098;Casa;Caixa Organizadora Mini;23,23;46,46;https://pt.aliexpress.com/w/wholesale-foldable+storage+box+mini.html;https://alvaloja.store/produto.html?id=casa-098
casa-099;Casa;Caixa Organizadora Kit 2;50,42;100,84;https://pt.aliexpress.com/w/wholesale-foldable+storage+box+2+pack.html;https://alvaloja.store/produto.html?id=casa-099
casa-100;Casa;Caixa Organizadora Plus;42,17;84,34;https://pt.aliexpress.com/w/wholesale-foldable+storage+box+plus.html;https://alvaloja.store/produto.html?id=casa-100
casa-101;Casa;Protetor de Quina Pro;17,69;35,38;https://pt.aliexpress.com/w/wholesale-corner+guards+baby+safety+pro.html;https://alvaloja.store/produto.html?id=casa-101
casa-102;Casa;Protetor de Quina Mini;11,02;22,04;https://pt.aliexpress.com/w/wholesale-corner+guards+baby+safety+mini.html;https://alvaloja.store/produto.html?id=casa-102
casa-103;Casa;Protetor de Quina Kit 2;23,92;47,84;https://pt.aliexpress.com/w/wholesale-corner+guards+baby+safety+2+pack.html;https://alvaloja.store/produto.html?id=casa-103
casa-104;Casa;Protetor de Quina Plus;20,01;40,02;https://pt.aliexpress.com/w/wholesale-corner+guards+baby+safety+plus.html;https://alvaloja.store/produto.html?id=casa-104
casa-105;Casa;Puxador Adesivo Pro;15,16;30,32;https://pt.aliexpress.com/w/wholesale-self+adhesive+drawer+handle+pro.html;https://alvaloja.store/produto.html?id=casa-105
casa-106;Casa;Puxador Adesivo Mini;9,45;18,90;https://pt.aliexpress.com/w/wholesale-self+adhesive+drawer+handle+mini.html;https://alvaloja.store/produto.html?id=casa-106
casa-107;Casa;Puxador Adesivo Kit 2;20,51;41,02;https://pt.aliexpress.com/w/wholesale-self+adhesive+drawer+handle+2+pack.html;https://alvaloja.store/produto.html?id=casa-107
casa-108;Casa;Puxador Adesivo Plus;17,15;34,30;https://pt.aliexpress.com/w/wholesale-self+adhesive+drawer+handle+plus.html;https://alvaloja.store/produto.html?id=casa-108
casa-109;Casa;Varal Retrátil Pro;43,60;87,20;https://pt.aliexpress.com/w/wholesale-retractable+clothes+line+pro.html;https://alvaloja.store/produto.html?id=casa-109
casa-110;Casa;Varal Retrátil Mini;27,16;54,32;https://pt.aliexpress.com/w/wholesale-retractable+clothes+line+mini.html;https://alvaloja.store/produto.html?id=casa-110
casa-111;Casa;Varal Retrátil Kit 2;58,97;117,94;https://pt.aliexpress.com/w/wholesale-retractable+clothes+line+2+pack.html;https://alvaloja.store/produto.html?id=casa-111
casa-112;Casa;Varal Retrátil Plus;49,32;98,64;https://pt.aliexpress.com/w/wholesale-retractable+clothes+line+plus.html;https://alvaloja.store/produto.html?id=casa-112
casa-113;Casa;Pano Microfibra Kit 10 Pro;22,12;44,24;https://pt.aliexpress.com/w/wholesale-microfiber+cleaning+cloths+10+pro.html;https://alvaloja.store/produto.html?id=casa-113
casa-114;Casa;Pano Microfibra Kit 10 Mini;13,78;27,56;https://pt.aliexpress.com/w/wholesale-microfiber+cleaning+cloths+10+mini.html;https://alvaloja.store/produto.html?id=casa-114
casa-115;Casa;Pano Microfibra Kit 10 Kit 2;29,91;59,82;https://pt.aliexpress.com/w/wholesale-microfiber+cleaning+cloths+10+2+pack.html;https://alvaloja.store/produto.html?id=casa-115
casa-116;Casa;Pano Microfibra Kit 10 Plus;25,02;50,04;https://pt.aliexpress.com/w/wholesale-microfiber+cleaning+cloths+10+plus.html;https://alvaloja.store/produto.html?id=casa-116
casa-117;Casa;Lixeira com Pedal Pro;72,04;144,08;https://pt.aliexpress.com/w/wholesale-pedal+trash+can+8l+pro.html;https://alvaloja.store/produto.html?id=casa-117
casa-118;Casa;Lixeira com Pedal Mini;44,88;89,76;https://pt.aliexpress.com/w/wholesale-pedal+trash+can+8l+mini.html;https://alvaloja.store/produto.html?id=casa-118
casa-119;Casa;Lixeira com Pedal Kit 2;97,43;194,86;https://pt.aliexpress.com/w/wholesale-pedal+trash+can+8l+2+pack.html;https://alvaloja.store/produto.html?id=casa-119
casa-120;Casa;Lixeira com Pedal Plus;81,49;162,98;https://pt.aliexpress.com/w/wholesale-pedal+trash+can+8l+plus.html;https://alvaloja.store/produto.html?id=casa-120
pet-061;Pet;Cama Caverna Gato Pro;73,05;146,10;https://pt.aliexpress.com/w/wholesale-cat+cave+bed+felt+pro.html;https://alvaloja.store/produto.html?id=pet-061
pet-062;Pet;Cama Caverna Gato Mini;45,51;91,02;https://pt.aliexpress.com/w/wholesale-cat+cave+bed+felt+mini.html;https://alvaloja.store/produto.html?id=pet-062
pet-063;Pet;Cama Caverna Gato Kit 2;98,80;197,60;https://pt.aliexpress.com/w/wholesale-cat+cave+bed+felt+2+pack.html;https://alvaloja.store/produto.html?id=pet-063
pet-064;Pet;Cama Caverna Gato Plus;82,63;165,26;https://pt.aliexpress.com/w/wholesale-cat+cave+bed+felt+plus.html;https://alvaloja.store/produto.html?id=pet-064
pet-065;Pet;Cama Ortopédica Cão Pro;116,28;232,56;https://pt.aliexpress.com/w/wholesale-orthopedic+dog+bed+pro.html;https://alvaloja.store/produto.html?id=pet-065
pet-066;Pet;Cama Ortopédica Cão Mini;72,44;144,88;https://pt.aliexpress.com/w/wholesale-orthopedic+dog+bed+mini.html;https://alvaloja.store/produto.html?id=pet-066
pet-067;Pet;Cama Ortopédica Cão Kit 2;157,26;314,52;https://pt.aliexpress.com/w/wholesale-orthopedic+dog+bed+2+pack.html;https://alvaloja.store/produto.html?id=pet-067
pet-068;Pet;Cama Ortopédica Cão Plus;131,53;263,06;https://pt.aliexpress.com/w/wholesale-orthopedic+dog+bed+plus.html;https://alvaloja.store/produto.html?id=pet-068
pet-069;Pet;Coleira LED Recarregável Pro;23,83;47,66;https://pt.aliexpress.com/w/wholesale-rechargeable+led+dog+collar+pro.html;https://alvaloja.store/produto.html?id=pet-069
pet-070;Pet;Coleira LED Recarregável Mini;14,84;29,68;https://pt.aliexpress.com/w/wholesale-rechargeable+led+dog+collar+mini.html;https://alvaloja.store/produto.html?id=pet-070
pet-071;Pet;Coleira LED Recarregável Kit 2;32,22;64,44;https://pt.aliexpress.com/w/wholesale-rechargeable+led+dog+collar+2+pack.html;https://alvaloja.store/produto.html?id=pet-071
pet-072;Pet;Coleira LED Recarregável Plus;26,95;53,90;https://pt.aliexpress.com/w/wholesale-rechargeable+led+dog+collar+plus.html;https://alvaloja.store/produto.html?id=pet-072
pet-073;Pet;Guia Retrátil 5m Pro;39,19;78,38;https://pt.aliexpress.com/w/wholesale-retractable+dog+leash+5m+pro.html;https://alvaloja.store/produto.html?id=pet-073
pet-074;Pet;Guia Retrátil 5m Mini;24,41;48,82;https://pt.aliexpress.com/w/wholesale-retractable+dog+leash+5m+mini.html;https://alvaloja.store/produto.html?id=pet-074
pet-075;Pet;Guia Retrátil 5m Kit 2;53,00;106,00;https://pt.aliexpress.com/w/wholesale-retractable+dog+leash+5m+2+pack.html;https://alvaloja.store/produto.html?id=pet-075
pet-076;Pet;Guia Retrátil 5m Plus;44,33;88,66;https://pt.aliexpress.com/w/wholesale-retractable+dog+leash+5m+plus.html;https://alvaloja.store/produto.html?id=pet-076
pet-077;Pet;Comedouro Lento Pro;44,62;89,24;https://pt.aliexpress.com/w/wholesale-slow+feeder+dog+bowl+pro.html;https://alvaloja.store/produto.html?id=pet-077
pet-078;Pet;Comedouro Lento Mini;27,79;55,58;https://pt.aliexpress.com/w/wholesale-slow+feeder+dog+bowl+mini.html;https://alvaloja.store/produto.html?id=pet-078
pet-079;Pet;Comedouro Lento Kit 2;60,34;120,68;https://pt.aliexpress.com/w/wholesale-slow+feeder+dog+bowl+2+pack.html;https://alvaloja.store/produto.html?id=pet-079
pet-080;Pet;Comedouro Lento Plus;50,47;100,94;https://pt.aliexpress.com/w/wholesale-slow+feeder+dog+bowl+plus.html;https://alvaloja.store/produto.html?id=pet-080
pet-081;Pet;Fonte Água Gato Pro;93,53;187,06;https://pt.aliexpress.com/w/wholesale-cat+water+fountain+pro.html;https://alvaloja.store/produto.html?id=pet-081
pet-082;Pet;Fonte Água Gato Mini;58,26;116,52;https://pt.aliexpress.com/w/wholesale-cat+water+fountain+mini.html;https://alvaloja.store/produto.html?id=pet-082
pet-083;Pet;Fonte Água Gato Kit 2;126,49;252,98;https://pt.aliexpress.com/w/wholesale-cat+water+fountain+2+pack.html;https://alvaloja.store/produto.html?id=pet-083
pet-084;Pet;Fonte Água Gato Plus;105,79;211,58;https://pt.aliexpress.com/w/wholesale-cat+water+fountain+plus.html;https://alvaloja.store/produto.html?id=pet-084
pet-085;Pet;Arranhador Torre Pro;139,03;278,06;https://pt.aliexpress.com/w/wholesale-cat+scratching+tower+pro.html;https://alvaloja.store/produto.html?id=pet-085
pet-086;Pet;Arranhador Torre Mini;86,61;173,22;https://pt.aliexpress.com/w/wholesale-cat+scratching+tower+mini.html;https://alvaloja.store/produto.html?id=pet-086
pet-087;Pet;Arranhador Torre Kit 2;188,03;376,06;https://pt.aliexpress.com/w/wholesale-cat+scratching+tower+2+pack.html;https://alvaloja.store/produto.html?id=pet-087
pet-088;Pet;Arranhador Torre Plus;157,26;314,52;https://pt.aliexpress.com/w/wholesale-cat+scratching+tower+plus.html;https://alvaloja.store/produto.html?id=pet-088
pet-089;Pet;Brinquedo Laser Pro;34,12;68,24;https://pt.aliexpress.com/w/wholesale-cat+laser+toy+automatic+pro.html;https://alvaloja.store/produto.html?id=pet-089
pet-090;Pet;Brinquedo Laser Mini;21,26;42,52;https://pt.aliexpress.com/w/wholesale-cat+laser+toy+automatic+mini.html;https://alvaloja.store/produto.html?id=pet-090
pet-091;Pet;Brinquedo Laser Kit 2;46,15;92,30;https://pt.aliexpress.com/w/wholesale-cat+laser+toy+automatic+2+pack.html;https://alvaloja.store/produto.html?id=pet-091
pet-092;Pet;Brinquedo Laser Plus;38,60;77,20;https://pt.aliexpress.com/w/wholesale-cat+laser+toy+automatic+plus.html;https://alvaloja.store/produto.html?id=pet-092
pet-093;Pet;Dispenser Cata-Caca Pro;13,27;26,54;https://pt.aliexpress.com/w/wholesale-dog+poop+bag+dispenser+pro.html;https://alvaloja.store/produto.html?id=pet-093
pet-094;Pet;Dispenser Cata-Caca Mini;8,27;16,54;https://pt.aliexpress.com/w/wholesale-dog+poop+bag+dispenser+mini.html;https://alvaloja.store/produto.html?id=pet-094
pet-095;Pet;Dispenser Cata-Caca Kit 2;17,95;35,90;https://pt.aliexpress.com/w/wholesale-dog+poop+bag+dispenser+2+pack.html;https://alvaloja.store/produto.html?id=pet-095
pet-096;Pet;Dispenser Cata-Caca Plus;15,01;30,02;https://pt.aliexpress.com/w/wholesale-dog+poop+bag+dispenser+plus.html;https://alvaloja.store/produto.html?id=pet-096
pet-097;Pet;Roupa Cão Inverno Pro;52,45;104,90;https://pt.aliexpress.com/w/wholesale-dog+winter+coat+pro.html;https://alvaloja.store/produto.html?id=pet-097
pet-098;Pet;Roupa Cão Inverno Mini;32,67;65,34;https://pt.aliexpress.com/w/wholesale-dog+winter+coat+mini.html;https://alvaloja.store/produto.html?id=pet-098
pet-099;Pet;Roupa Cão Inverno Kit 2;70,93;141,86;https://pt.aliexpress.com/w/wholesale-dog+winter+coat+2+pack.html;https://alvaloja.store/produto.html?id=pet-099
pet-100;Pet;Roupa Cão Inverno Plus;59,33;118,66;https://pt.aliexpress.com/w/wholesale-dog+winter+coat+plus.html;https://alvaloja.store/produto.html?id=pet-100
pet-101;Pet;Peitoral Antipuxão Pro;49,92;99,84;https://pt.aliexpress.com/w/wholesale-no+pull+dog+harness+pro.html;https://alvaloja.store/produto.html?id=pet-101
pet-102;Pet;Peitoral Antipuxão Mini;31,10;62,20;https://pt.aliexpress.com/w/wholesale-no+pull+dog+harness+mini.html;https://alvaloja.store/produto.html?id=pet-102
pet-103;Pet;Peitoral Antipuxão Kit 2;67,52;135,04;https://pt.aliexpress.com/w/wholesale-no+pull+dog+harness+2+pack.html;https://alvaloja.store/produto.html?id=pet-103
pet-104;Pet;Peitoral Antipuxão Plus;56,47;112,94;https://pt.aliexpress.com/w/wholesale-no+pull+dog+harness+plus.html;https://alvaloja.store/produto.html?id=pet-104
pet-105;Pet;Escova Tira-Pelos Pro;29,07;58,14;https://pt.aliexpress.com/w/wholesale-pet+hair+remover+brush+pro.html;https://alvaloja.store/produto.html?id=pet-105
pet-106;Pet;Escova Tira-Pelos Mini;18,11;36,22;https://pt.aliexpress.com/w/wholesale-pet+hair+remover+brush+mini.html;https://alvaloja.store/produto.html?id=pet-106
pet-107;Pet;Escova Tira-Pelos Kit 2;39,32;78,64;https://pt.aliexpress.com/w/wholesale-pet+hair+remover+brush+2+pack.html;https://alvaloja.store/produto.html?id=pet-107
pet-108;Pet;Escova Tira-Pelos Plus;32,89;65,78;https://pt.aliexpress.com/w/wholesale-pet+hair+remover+brush+plus.html;https://alvaloja.store/produto.html?id=pet-108
pet-109;Pet;Tapete Higiênico Lavável Pro;58,15;116,30;https://pt.aliexpress.com/w/wholesale-washable+puppy+pad+pro.html;https://alvaloja.store/produto.html?id=pet-109
pet-110;Pet;Tapete Higiênico Lavável Mini;36,22;72,44;https://pt.aliexpress.com/w/wholesale-washable+puppy+pad+mini.html;https://alvaloja.store/produto.html?id=pet-110
pet-111;Pet;Tapete Higiênico Lavável Kit 2;78,64;157,28;https://pt.aliexpress.com/w/wholesale-washable+puppy+pad+2+pack.html;https://alvaloja.store/produto.html?id=pet-111
pet-112;Pet;Tapete Higiênico Lavável Plus;65,77;131,54;https://pt.aliexpress.com/w/wholesale-washable+puppy+pad+plus.html;https://alvaloja.store/produto.html?id=pet-112
pet-113;Pet;Brinquedo Mordedor Pro;24,01;48,02;https://pt.aliexpress.com/w/wholesale-dog+chew+toy+nylon+pro.html;https://alvaloja.store/produto.html?id=pet-113
pet-114;Pet;Brinquedo Mordedor Mini;14,96;29,92;https://pt.aliexpress.com/w/wholesale-dog+chew+toy+nylon+mini.html;https://alvaloja.store/produto.html?id=pet-114
pet-115;Pet;Brinquedo Mordedor Kit 2;32,47;64,94;https://pt.aliexpress.com/w/wholesale-dog+chew+toy+nylon+2+pack.html;https://alvaloja.store/produto.html?id=pet-115
pet-116;Pet;Brinquedo Mordedor Plus;27,16;54,32;https://pt.aliexpress.com/w/wholesale-dog+chew+toy+nylon+plus.html;https://alvaloja.store/produto.html?id=pet-116
pet-117;Pet;Cama Janela Gato Pro;82,79;165,58;https://pt.aliexpress.com/w/wholesale-cat+window+perch+pro.html;https://alvaloja.store/produto.html?id=pet-117
pet-118;Pet;Cama Janela Gato Mini;51,57;103,14;https://pt.aliexpress.com/w/wholesale-cat+window+perch+mini.html;https://alvaloja.store/produto.html?id=pet-118
pet-119;Pet;Cama Janela Gato Kit 2;111,97;223,94;https://pt.aliexpress.com/w/wholesale-cat+window+perch+2+pack.html;https://alvaloja.store/produto.html?id=pet-119
pet-120;Pet;Cama Janela Gato Plus;93,65;187,30;https://pt.aliexpress.com/w/wholesale-cat+window+perch+plus.html;https://alvaloja.store/produto.html?id=pet-120
pet-121;Pet;Comedouro Elevado Pro;66,36;132,72;https://pt.aliexpress.com/w/wholesale-elevated+dog+bowl+stand+pro.html;https://alvaloja.store/produto.html?id=pet-121
pet-122;Pet;Comedouro Elevado Mini;41,34;82,68;https://pt.aliexpress.com/w/wholesale-elevated+dog+bowl+stand+mini.html;https://alvaloja.store/produto.html?id=pet-122
pet-123;Pet;Comedouro Elevado Kit 2;89,74;179,48;https://pt.aliexpress.com/w/wholesale-elevated+dog+bowl+stand+2+pack.html;https://alvaloja.store/produto.html?id=pet-123
pet-124;Pet;Comedouro Elevado Plus;75,06;150,12;https://pt.aliexpress.com/w/wholesale-elevated+dog+bowl+stand+plus.html;https://alvaloja.store/produto.html?id=pet-124
pet-125;Pet;GPS Pet Mini Pro;105,54;211,08;https://pt.aliexpress.com/w/wholesale-mini+gps+pet+tracker+pro.html;https://alvaloja.store/produto.html?id=pet-125
pet-126;Pet;GPS Pet Mini Mini;65,75;131,50;https://pt.aliexpress.com/w/wholesale-mini+gps+pet+tracker+mini.html;https://alvaloja.store/produto.html?id=pet-126
pet-127;Pet;GPS Pet Mini Kit 2;142,74;285,48;https://pt.aliexpress.com/w/wholesale-mini+gps+pet+tracker+2+pack.html;https://alvaloja.store/produto.html?id=pet-127
pet-128;Pet;GPS Pet Mini Plus;119,38;238,76;https://pt.aliexpress.com/w/wholesale-mini+gps+pet+tracker+plus.html;https://alvaloja.store/produto.html?id=pet-128
pet-129;Pet;Túnel para Gato Pro;42,97;85,94;https://pt.aliexpress.com/w/wholesale-cat+tunnel+toy+pro.html;https://alvaloja.store/produto.html?id=pet-129
pet-130;Pet;Túnel para Gato Mini;26,77;53,54;https://pt.aliexpress.com/w/wholesale-cat+tunnel+toy+mini.html;https://alvaloja.store/produto.html?id=pet-130
pet-131;Pet;Túnel para Gato Kit 2;58,11;116,22;https://pt.aliexpress.com/w/wholesale-cat+tunnel+toy+2+pack.html;https://alvaloja.store/produto.html?id=pet-131
pet-132;Pet;Túnel para Gato Plus;48,60;97,20;https://pt.aliexpress.com/w/wholesale-cat+tunnel+toy+plus.html;https://alvaloja.store/produto.html?id=pet-132
pet-133;Pet;Bolsa Transporte Pet Pro;96,06;192,12;https://pt.aliexpress.com/w/wholesale-pet+carrier+bag+airline+pro.html;https://alvaloja.store/produto.html?id=pet-133
pet-134;Pet;Bolsa Transporte Pet Mini;59,84;119,68;https://pt.aliexpress.com/w/wholesale-pet+carrier+bag+airline+mini.html;https://alvaloja.store/produto.html?id=pet-134
pet-135;Pet;Bolsa Transporte Pet Kit 2;129,92;259,84;https://pt.aliexpress.com/w/wholesale-pet+carrier+bag+airline+2+pack.html;https://alvaloja.store/produto.html?id=pet-135
pet-136;Pet;Bolsa Transporte Pet Plus;108,66;217,32;https://pt.aliexpress.com/w/wholesale-pet+carrier+bag+airline+plus.html;https://alvaloja.store/produto.html?id=pet-136
pet-137;Pet;Bebedouro Portátil Pro;30,96;61,92;https://pt.aliexpress.com/w/wholesale-portable+dog+water+bottle+pro.html;https://alvaloja.store/produto.html?id=pet-137
pet-138;Pet;Bebedouro Portátil Mini;19,29;38,58;https://pt.aliexpress.com/w/wholesale-portable+dog+water+bottle+mini.html;https://alvaloja.store/produto.html?id=pet-138
pet-139;Pet;Bebedouro Portátil Kit 2;41,88;83,76;https://pt.aliexpress.com/w/wholesale-portable+dog+water+bottle+2+pack.html;https://alvaloja.store/produto.html?id=pet-139
pet-140;Pet;Bebedouro Portátil Plus;35,02;70,04;https://pt.aliexpress.com/w/wholesale-portable+dog+water+bottle+plus.html;https://alvaloja.store/produto.html?id=pet-140
moda-081;Moda;Bolsa Transversal Mini Pro;23,89;47,78;https://pt.aliexpress.com/w/wholesale-mini+crossbody+bag+pro.html;https://alvaloja.store/produto.html?id=moda-081
moda-082;Moda;Bolsa Transversal Mini Mini;14,88;29,76;https://pt.aliexpress.com/w/wholesale-mini+crossbody+bag+mini.html;https://alvaloja.store/produto.html?id=moda-082
moda-083;Moda;Bolsa Transversal Mini Kit 2;32,31;64,62;https://pt.aliexpress.com/w/wholesale-mini+crossbody+bag+2+pack.html;https://alvaloja.store/produto.html?id=moda-083
moda-084;Moda;Bolsa Transversal Mini Plus;27,02;54,04;https://pt.aliexpress.com/w/wholesale-mini+crossbody+bag+plus.html;https://alvaloja.store/produto.html?id=moda-084
moda-085;Moda;Bolsa Shopper Couro PU Pro;59,40;118,80;https://pt.aliexpress.com/w/wholesale-pu+leather+tote+bag+pro.html;https://alvaloja.store/produto.html?id=moda-085
moda-086;Moda;Bolsa Shopper Couro PU Mini;37,00;74,00;https://pt.aliexpress.com/w/wholesale-pu+leather+tote+bag+mini.html;https://alvaloja.store/produto.html?id=moda-086
moda-087;Moda;Bolsa Shopper Couro PU Kit 2;80,34;160,68;https://pt.aliexpress.com/w/wholesale-pu+leather+tote+bag+2+pack.html;https://alvaloja.store/produto.html?id=moda-087
moda-088;Moda;Bolsa Shopper Couro PU Plus;67,19;134,38;https://pt.aliexpress.com/w/wholesale-pu+leather+tote+bag+plus.html;https://alvaloja.store/produto.html?id=moda-088
moda-089;Moda;Carteira Slim RFID Pro;25,16;50,32;https://pt.aliexpress.com/w/wholesale-rfid+slim+wallet+pro.html;https://alvaloja.store/produto.html?id=moda-089
moda-090;Moda;Carteira Slim RFID Mini;15,67;31,34;https://pt.aliexpress.com/w/wholesale-rfid+slim+wallet+mini.html;https://alvaloja.store/produto.html?id=moda-090
moda-091;Moda;Carteira Slim RFID Kit 2;34,02;68,04;https://pt.aliexpress.com/w/wholesale-rfid+slim+wallet+2+pack.html;https://alvaloja.store/produto.html?id=moda-091
moda-092;Moda;Carteira Slim RFID Plus;28,46;56,92;https://pt.aliexpress.com/w/wholesale-rfid+slim+wallet+plus.html;https://alvaloja.store/produto.html?id=moda-092
moda-093;Moda;Cinto Couro Fivela Pro;35,39;70,78;https://pt.aliexpress.com/w/wholesale-leather+belt+men+pro.html;https://alvaloja.store/produto.html?id=moda-093
moda-094;Moda;Cinto Couro Fivela Mini;22,05;44,10;https://pt.aliexpress.com/w/wholesale-leather+belt+men+mini.html;https://alvaloja.store/produto.html?id=moda-094
moda-095;Moda;Cinto Couro Fivela Kit 2;47,87;95,74;https://pt.aliexpress.com/w/wholesale-leather+belt+men+2+pack.html;https://alvaloja.store/produto.html?id=moda-095
moda-096;Moda;Cinto Couro Fivela Plus;40,03;80,06;https://pt.aliexpress.com/w/wholesale-leather+belt+men+plus.html;https://alvaloja.store/produto.html?id=moda-096
moda-097;Moda;Óculos UV400 Pro;26,55;53,10;https://pt.aliexpress.com/w/wholesale-uv400+sunglasses+pro.html;https://alvaloja.store/produto.html?id=moda-097
moda-098;Moda;Óculos UV400 Mini;16,54;33,08;https://pt.aliexpress.com/w/wholesale-uv400+sunglasses+mini.html;https://alvaloja.store/produto.html?id=moda-098
moda-099;Moda;Óculos UV400 Kit 2;35,90;71,80;https://pt.aliexpress.com/w/wholesale-uv400+sunglasses+2+pack.html;https://alvaloja.store/produto.html?id=moda-099
moda-100;Moda;Óculos UV400 Plus;30,03;60,06;https://pt.aliexpress.com/w/wholesale-uv400+sunglasses+plus.html;https://alvaloja.store/produto.html?id=moda-100
moda-101;Moda;Boné Aba Curva Pro;22,12;44,24;https://pt.aliexpress.com/w/wholesale-curved+brim+cap+pro.html;https://alvaloja.store/produto.html?id=moda-101
moda-102;Moda;Boné Aba Curva Mini;13,78;27,56;https://pt.aliexpress.com/w/wholesale-curved+brim+cap+mini.html;https://alvaloja.store/produto.html?id=moda-102
moda-103;Moda;Boné Aba Curva Kit 2;29,91;59,82;https://pt.aliexpress.com/w/wholesale-curved+brim+cap+2+pack.html;https://alvaloja.store/produto.html?id=moda-103
moda-104;Moda;Boné Aba Curva Plus;25,02;50,04;https://pt.aliexpress.com/w/wholesale-curved+brim+cap+plus.html;https://alvaloja.store/produto.html?id=moda-104
moda-105;Moda;Meia Invisível Kit 5 Pro;19,78;39,56;https://pt.aliexpress.com/w/wholesale-invisible+socks+5+pairs+pro.html;https://alvaloja.store/produto.html?id=moda-105
moda-106;Moda;Meia Invisível Kit 5 Mini;12,32;24,64;https://pt.aliexpress.com/w/wholesale-invisible+socks+5+pairs+mini.html;https://alvaloja.store/produto.html?id=moda-106
moda-107;Moda;Meia Invisível Kit 5 Kit 2;26,75;53,50;https://pt.aliexpress.com/w/wholesale-invisible+socks+5+pairs+2+pack.html;https://alvaloja.store/produto.html?id=moda-107
moda-108;Moda;Meia Invisível Kit 5 Plus;22,37;44,74;https://pt.aliexpress.com/w/wholesale-invisible+socks+5+pairs+plus.html;https://alvaloja.store/produto.html?id=moda-108
moda-109;Moda;Lenço Seda Cetim Pro;30,33;60,66;https://pt.aliexpress.com/w/wholesale-satin+silk+scarf+pro.html;https://alvaloja.store/produto.html?id=moda-109
